"SpID"	"SpeciesID"	"Description"	"LightTrap"	"Drift"	"Benthic"	"Sticky"	"Malaise"	"Pitfall"	"FishGut"	"Fish"	"RegressionA"	"RegressionB"	"Kingdom"	"Phylum"	"Class"	"Order"	"Suborder"	"Superfamily"	"Family"	"Subfamily"	"Genus"	"Species"	"Habitat"	"Stage"	"FFG"	"Notes"
321	"CHAN"	"Trichoptera: Hydropsychidae: Cheumatopsyche analis (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Hydropsychinae"	"Cheumatopsyche"	"analis"	"Aquatic"	"Adult"	"CollectorFilterer"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
322	"LEPH"	"Ephemeroptera: Leptophlebiidae (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Leptophlebioidea"	"Leptophlebiidae"	""	""	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
323	"CAEN"	"Ephemeroptera: Caenidae (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Caenoidea"	"Caenidae"	""	""	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
324	"TRAE"	"Trichoptera: Leptoceridae: Triaenodes grisea (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Triaenodes"	"grisea"	"Aquatic"	"Adult"	"Shredder"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
325	"POFL"	"Trichoptera: Hydropsychidae: Psychomyia flavida (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Psychomyiinae"	"Psychomyia"	"flavida"	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
326	"ALLO"	"Trichoptera: Apataniidae: Allomyia spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Apataniidae"	"Apataniinae"	"Allomyia"	""	"Aquatic"	"Adult"	"ScraperGrazer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
327	"UENO"	"Trichoptera: Uenoidae (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Uenoidae"	""	""	""	"Aquatic"	"Adult"	"ScraperGrazer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
328	"NEDI"	"Trichoptera: Leptoceridae: Nectopsyche diarina (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Nectopsyche"	"diarina"	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
330	"ACEN"	"Ephemeroptera: Baetidae: Acentrella spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Pisciforma"	"Baetoidea"	"Baetidae"	"Baetinae"	"Acentrella"	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
331	"BRAM"	"Trichoptera: Brachycentridae: Brachycentrus americanus (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Brachycentridae"	"Brachycentrinae"	"Brachycentrus"	"americanus"	"Aquatic"	"Adult"	"Shredder"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
332	"HYCO"	"Trichoptera: Hydropsychidae: Hydropsyche confusa (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Hydropsychinae"	"Hydropsyche"	"confusa"	"Aquatic"	"Adult"	"CollectorFilterer"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
333	"SMFA"	"Trichoptera: Hydropsychidae: Smicridea fasciatella (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Smicrideainae"	"Smicridea"	"fasciatella"	"Aquatic"	"Adult"	"CollectorFilterer"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
334	"THRA"	"Ephemeroptera: Leptophlebiidae: Thraulodes spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Leptophlebioidea"	"Leptophlebiidae"	"Atalophlebiinae"	"Thraulodes"	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
335	"ISOA"	"Isopoda (Adult)"	0	1	0	0	0	0	0	0	0.01	2.84	"Animalia"	"Arthropoda"	"Malacostraca"	"Isopoda"	""	""	""	""	""	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Hodar 1996, Table 2."
336	"ELOP"	"Coleoptera: Elmidae: Optioservus spp. (Larva)"	0	1	1	0	0	0	0	0	0.0039	2.96	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Polyphaga"	"Byrrhoidea"	"Elmidae"	"Elminae"	"Optioservus"	""	"Aquatic"	"Larva"	"ScraperGrazer"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for AFDM."
337	"BAEL"	"Ephemeroptera: Baetidae: Baetis spp. (Larva)"	0	1	1	0	0	0	0	0	0.0076	2.69	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Pisciforma"	"Baetoidea"	"Baetidae"	"Baetinae"	"Baetis"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for AFDM."
338	"ELLL"	"Ephemeroptera: Ephemerellidae: Ephemerella spp. (Larva)"	0	1	0	0	0	0	0	0	0.01	2.55	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Ephemerellidae"	"Ephemerellinae"	"Ephemerella"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Appendix 1, average of two values. "
339	"ELLA"	"Ephemeroptera: Ephemerellidae (Adult)"	0	1	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Ephemerellidae"	""	""	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
340	"HEPL"	"Ephemeroptera: Heptageniidae (Larva)"	0	1	0	0	0	0	0	0	0.01	2.75	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Pisciforma"	"Heptagenioidea"	"Heptageniidae"	""	""	""	"Aquatic"	"Larva"	"ScraperGrazer"	"Length-mass regression values from Benke et al. 1999, Table 4."
341	"TRCL"	"Ephemeroptera: Leptohyphidae: Tricorythodes spp. (Larva)"	0	1	0	0	0	0	0	0	0.0029	3.16	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Leptohyphidae"	"Tricorythodinae"	"Tricorythodes"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Appendix 1."
342	"LPTA"	"Ephemeroptera: Leptohyphidae (Adult)"	1	1	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Leptohyphidae"	""	""	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
343	"ISLA"	"Plecoptera: Perlodidae: Isoperla spp. (Larva)"	0	1	0	0	0	0	0	0	0.01	2.65	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Systellognatha"	"Perloidea"	"Perlodidae"	"Isoperlinae"	"Isoperla"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for AFDM."
344	"HYLA"	"Trichoptera: Hydroptilidae: Hydroptila spp. (Larva)"	0	1	1	0	0	0	0	0	0.0056	2.83	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Spicipalpia"	"Hydroptiloidea"	"Hydroptilidae"	"Hydroptilinae"	"Hydroptila"	""	"Aquatic"	"Larva"	"ScraperGrazer"	"Length-mass regression values from Benke et al. 1999, Table 2, for Trichoptera."
346	"NEUR"	"Neuroptera (Adult)"	1	1	0	1	1	0	1	0	0.08	1.53	"Animalia"	"Arthropoda"	"Insecta"	"Neuroptera"	""	""	""	""	""	""	"Terrestrial"	"Adult"	""	"Length-mass regression values from Hodar 1996, Table 2, for Neuroptera. "
348	"COEN"	"Odonata: Coenagrionidae (Larva)"	0	1	1	0	0	0	0	0	0.0051	2.78	"Animalia"	"Arthropoda"	"Insecta"	"Odonata"	"Zygoptera"	"Coenagrionoidea"	"Coenagrionidae"	""	""	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Table 4."
349	"BRAS"	"Trichoptera: Brachycentridae: Brachycentrus spp. (Larva)"	0	1	0	0	0	0	0	0	0.0025	2.6	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Brachycentridae"	"Brachycentrinae"	"Brachycentrus"	""	"Aquatic"	"Larva"	"Shredder"	"Length-mass regression values from Benke et al. 1999, Appendix 1, for dry mass."
350	"ANAG"	"Trichoptera: Glossosomatidae: Anagapetus spp. (Larva)"	0	1	0	0	0	0	0	0	0.0082	2.95	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Spicipalpia"	"Hydroptiloidea"	"Glossosomatidae"	"Glossosomatinae"	"Anagapetus"	""	"Aquatic"	"Larva"	"ScraperGrazer"	"Length-mass regression values from Benke et al. 1999, Table 4, for Glossosomatidae."
351	"GYRN"	"Coleoptera: Gyrinidae: Gyrinus spp. (Larva)"	0	1	0	0	0	0	0	0	0.0077	2.91	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	"Adephaga"	"Caraboidea"	"Gyrinidae"	"Gyrininae"	"Gyrinus"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Table 2, for Coleoptera."
353	"NECT"	"Trichoptera: Leptoceridae: Nectopsyche spp. (Larva)"	0	1	0	0	0	0	0	0	2.64	3.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Nectopsyche"	""	"Aquatic"	"Larva"	"CollectorGatherer"	"Length-mass regression values from Benke et al. 1999, Appendix 3."
355	"SMIC"	"Trichoptera: Hydropsychidae: Smicridea spp. (Larva)"	0	1	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Smicrideainae"	"Smicridea"	""	"Aquatic"	"Larva"	"CollectorFilterer"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
356	"PETR"	"Lepidoptera: Crambidae: Petrophila spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.69	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Glossota"	"Pyraloidea"	"Crambidae"	"Nymphulinae"	"Petrophila"	""	"Aquatic"	"Adult"	"Shredder"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Petrophila spp."
357	"CAES"	"Ephemeroptera: Caenidae: Caenis spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Caenoidea"	"Caenidae"	"Caeninae"	"Caenis"	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
358	"LIHA"	"Trichoptera: Limnephilidae: Limnephilus hyalinus (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Limnephilinae"	"Limnephilus"	"hyalinus"	"Aquatic"	"Adult"	"Shredder"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
359	"TRSP"	"Trichoptera: Leptoceridae: Triaenodes spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Triaenodes"	""	"Aquatic"	"Adult"	"Shredder"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
362	"LISP"	"Trichoptera: Limnephilidae: Limnephilus spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Limnephilinae"	"Limnephilus"	""	"Aquatic"	"Adult"	"Shredder"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
364	"BRCH"	"Trichoptera: Brachycentridae: Brachycentrus spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Brachycentridae"	"Brachycentrinae"	"Brachycentrus"	""	"Aquatic"	"Adult"	"Shredder"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
367	"ARGR"	"Trichoptera: Hydropsychidae: Arctopsyche grandis (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Arctopsychinae"	"Arctopsyche"	"grandis"	"Aquatic"	"Adult"	"CollectorFilterer"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
368	"HEXA"	"Ephemeroptera: Ephemeridae: Hexagenia spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemeroidea"	"Ephemeridae"	"Ephemerinae"	"Hexagenia"	""	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
369	"EPEX"	"Ephemeroptera: Ephemerellidae: Ephemerella excrucians (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Ephemerellidae"	"Ephemerellinae"	"Ephemerella"	"excrucians"	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
371	"NEST"	"Trichoptera: Leptoceridae: Nectopsyche stigmatica (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Nectopsyche"	"stigmatica"	"Aquatic"	"Adult"	"CollectorGatherer"	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
372	"HYSE"	"Trichoptera: Hydropsychidae: Hydropsyche separata (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Hydropsychinae"	"Hydropsyche"	"separata"	"Aquatic"	"Adult"	"CollectorFilterer"	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
373	"MEGL"	"Megaloptera: Corydalidae: Corydalus spp. (Larva)"	0	1	1	0	0	0	0	0	0.0037	2.87	"Animalia"	"Arthropoda"	"Insecta"	"Megaloptera"	"Sialodea"	"Sialoidea"	"Corydalidae"	"Corydalinae"	"Corydalus"	""	"Aquatic"	"Larva"	"Predator"	"Length-mass regression values from Benke et al. 1999, Table 4."
374	"RHIT"	"Ephemeroptera: Heptageniidae: Rhithrogena spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Pisciforma"	"Heptagenioidea"	"Heptageniidae"	"Rhithrogeninae"	"Rhithrogena"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
376	"CAAM"	"Ephemeroptera: Caenidae: Caenis amica (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Caenoidea"	"Caenidae"	"Caeninae"	"Caenis"	"amica"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
377	"EPSP"	"Ephemeroptera: Ephemerellidae: Ephemerella spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Ephemerellidae"	"Ephemerellinae"	"Ephemerella"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
379	"SEMI"	"Ephemeroptera: Ephemerellidae: Serratella micheneri (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Ephemerellidae"	"Ephemerellinae"	"Serratella"	"micheneri"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
380	"LSPI"	"Trichoptera: Limnephilidae: Limnephilus spinatus (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Limnephilinae"	"Limnephilus"	"spinatus"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
381	"HECO"	"Trichoptera: Limnephilidae: Limnephilus consimilis (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Limnephilinae"	"Limnephilus"	"consimilis"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
382	"RHBR"	"Trichoptera: Rhyacophilidae: Rhyacophila brunnea (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Spicipalpia"	"Rhyacophiloidea"	"Rhyacophilidae"	"Rhyacophilinae"	"Rhyacophila"	"brunnea"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
384	"BROC"	"Trichoptera: Brachycentridae: Brachycentrus occidentalis (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Brachycentridae"	"Brachycentrinae"	"Brachycentrus"	"occidentalis"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
385	"EPTI"	"Ephemeroptera: Ephemerellidae: Ephemerella tibialis (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemerelloidea"	"Ephemerellidae"	"Ephemerellinae"	"Ephemerella"	"tibialis"	"Aquatic"	"Adult"	""	"AKA Serratella tibialis. Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
386	"POLP"	"Trichoptera: Polycentropodidae: Polycentropus spp. (Adult)"	1	0	0	0	1	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Polycentropodidae"	"Polycentropodinae"	"Polycentropus"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
387	"BRMI"	"Trichoptera: Brachycentridae: Micrasema spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Brachycentridae"	"Brachycentrinae"	"Micrasema"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
388	"HPER"	"Plecoptera: Perlidae: Hesperoperla spp. (Adult)"	1	0	0	0	0	0	0	0	0.008	2.81	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Systellognatha"	"Perloidea"	"Perlidae"	"Acroneuriinae"	"Hesperoperla"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 3, for Perlidae. "
390	"ISPR"	"Plecoptera: Perlodidae: Isoperla spp. (Adult)"	1	0	0	0	0	0	0	0	0.26	1.69	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Systellognatha"	"Perloidea"	"Perlodidae"	"Isoperlinae"	"Isoperla"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Plecoptera. "
391	"EPHS"	"Ephemeroptera: Ephemeridae: Ephemera spp. (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemeroidea"	"Ephemeridae"	"Ephemerinae"	"Ephemera"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
395	"BRAT"	"Diptera: Brachycera (Suborder) (Adult)"	0	0	0	1	1	0	0	0	0.006	3.05	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Brachycera"	""	""	""	""	""	"Intermediate"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2."
399	"PSOC"	"Psocoptera (Adult)"	1	0	0	1	1	0	0	0	0.04	1.63	"Animalia"	"Arthropoda"	"Insecta"	"Psocoptera"	""	""	""	""	""	""	"Terrestrial"	"Adult"	""	"Length-mass regression values from Hodar 1996, Table 2."
400	"PSYC"	"Diptera: Psychodidae (Adult)"	1	1	0	1	1	0	0	0	0.04	2.26	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Nematocera"	"Psychodoidea"	"Psychodidae"	""	""	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Diptera. "
404	"EPSI"	"Ephemeroptera: Ephemeridae: Ephemera simulans (Adult)"	1	0	0	0	0	0	0	0	0.01	2.49	"Animalia"	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Furcatergalia"	"Ephemeroidea"	"Ephemeridae"	"Ephemerinae"	"Ephemera"	"simulans"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Ephemeroptera. "
405	"ACRO"	"Plecoptera: Perlidae: Acroneuria spp. (Adult)"	1	0	0	0	0	0	0	0	0.008	2.81	"Animalia"	"Arthropoda"	"Insecta"	"Plecoptera"	"Systellognatha"	"Perloidea"	"Perlidae"	"Acroneuriinae"	"Acroneuria"	""	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 3, for Perlidae. "
406	"CHLA"	"Trichoptera: Hydropsychidae: Cheumatopsyche lasia (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Hydropsychinae"	"Cheumatopsyche"	"lasia"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
407	"CSPE"	"Trichoptera: Hydropsychidae: Cheumatopsyche speciosa (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Hydropsychinae"	"Cheumatopsyche"	"speciosa"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
408	"HCOC"	"Trichoptera: Hydropsychidae: Hydropsyche cockerelli (Adult)"	1	0	0	0	0	0	0	0	0.04	2.29	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Annulipalpia"	"Hydropsychoidea"	"Hydropsychidae"	"Hydropsychinae"	"Hydropsyche"	"cockerelli"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 3, for Hydropsychidae. "
409	"LEBI"	"Trichoptera: Lepidostomatidae: Lepidostoma bakeri (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Lepidostomatidae"	"Lepidostomatinae"	"Lepidostoma"	"bakeri"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
410	"NEMI"	"Trichoptera: Leptoceridae: Nectopsyche minuta (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Nectopsyche"	"minuta"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
411	"TRRU"	"Trichoptera: Leptoceridae: Triaenodes ruiteri (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Leptoceroidea"	"Leptoceridae"	"Leptocerinae"	"Triaenodes"	"ruiteri"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
412	"DIAT"	"Trichoptera: Limnephilidae: Dicosmoecus atripes (Adult)"	1	0	0	0	0	0	0	0	0.01	2.9	"Animalia"	"Arthropoda"	"Insecta"	"Trichoptera"	"Integripalpia"	"Limnephiloidea"	"Limnephilidae"	"Dicosmoecinae"	"Dicosmoecus"	"atripes"	"Aquatic"	"Adult"	""	"Length-mass regression values from Sabo et al. 2002, Table 2, for Trichoptera. "
